comment,posting_time,rating
"Nie wieder „Aldi liefert“. Man kann nur im Geschäft kaufen, aber nicht über Online. Lasst ja die Finger davon!","Jul 8, 2021",Rated 1 out of 5 stars
Eine einzige Katastrophe!!!,"Jul 8, 2021",Rated 1 out of 5 stars
"2 Tische bestellt, 1 ist stark beschädigt. Rücknahme per E-Mail beantragt. Keine Antwort! Telefonisch ist keiner erreichbar.","Jul 8, 2021",Rated 1 out of 5 stars
"Es sollte heissen: ""Aldi liefert nicht"". E-Rasenmäher bestellt am 20.5., bezahlt am 20.5., Bestätigungsmail am 20.5.. Angekündigte Lieferzeit 20 Tage; Nachfrage nach 30 Tagen wird nur mit einer Standard-Mail beantwortet. Heute ist der 10.7. und es liegen weder Informationen zum Status, noch das Produkt vor.","Jul 8, 2021",Rated 1 out of 5 stars
Ergänzung: 12.7. - Meine E-mail mit Setzung einer Frist wurde wieder mit der Standard-E-Email von vorn beantwortet. Wirklich eine Musterkommunikation mit dem Kunden... das geht gar nicht.,"Jul 7, 2021",Rated 1 out of 5 stars
Wir haben am 26.05.2021 eine vollelektrische Kassettenmarkise über Aldi liefert bestellt. Der Betrag wurde am nächsten Tag bereits abgebucht. Der Lieferzeitraum war am 30.06.2021abgelaufen.,"Jul 6, 2021",Rated 1 out of 5 stars
"Leider wurde bis heute, 08.07.2021 keine Info über die mögliche Lieferung abgegeben. Haben am 06.07.2021 die Bestellung bei Aldi liefert und bei Home deluxe widerrufen. Trotz mehrerer Emails und Telefonaten scheint sich niemand zuständig zu fühlen. Dann wurde uns eine Sendungsverfolgung angekündigt.","Jul 6, 2021",Rated 2 out of 5 stars
"Die angegebene Trackingnummer ist beim angegebenen Lieferdienst nicht bekannt und verweist wieder auf home deluxe. Home deluxe hat nach mehreren Emails und Telefonaten endlich bekannt gegeben, dass die Bestellung jetzt über hermes kommt.  Hermes habe ich 09.07.2021informiert,dass ich die Bestellung widerrufen habe. Hermes hat sofort geantwortet und mitgeteilt, dass die Sendung zurück geht. ","Jul 6, 2021",Rated 1 out of 5 stars
Guter von kundenfreundlicher Service von Aldi geht echt anders.,"Jul 6, 2021",Rated 1 out of 5 stars
Für uns also nie wieder aldi liefert,"Jul 6, 2021",Rated 1 out of 5 stars
"Wenn aldi liefert den Betrag nicht zurücksenden, werden sich wahrscheinlich die Anwälte kümmern müssen.","Updated Jul 5, 2021",Rated 1 out of 5 stars
"Der Bestellvorgang lief zügig ab, die Ware kam auch recht schnell. Dies ist das Positive an ""ALDI liefert"".","Updated Jul 10, 2021",Rated 1 out of 5 stars
Aldi liefert.......nicht.  Fast 90 % ungenügende Bewertungen. Habe diese leider zu spät gelesen.,"Jul 5, 2021",
"Mitte April 2 Markisen bestellt, nach 10 Wochen noch keine Ware erhalten. ","Jul 5, 2021",Rated 1 out of 5 stars
Telefonisch kann man Niemand erreichen. Auf Mails wird nicht reagiert. Stornomail wird ebenfalls ignoriert.,"Jul 3, 2021",Rated 1 out of 5 stars
Nun den Paypal-Käuferschutz eingeschaltet.,"Updated Jul 2, 2021",Rated 1 out of 5 stars
Aldi liefert....... nie wieder.,"Updated Jul 2, 2021",Rated 1 out of 5 stars
"Ware wurde am 10.05.2021 online bestellt, direkt per PayPal bezahlt und bisher NICHT geliefert. Beim ersten Versuch der Reklamation erreichte ich noch jemanden unter der angegebenen Hotline. Mir wurde ein Liefertermin genannt. Als dieser nicht eingehalten wurde, war die Hotline nicht mehr besetzt, so dass ich eine Mail schrieb. Nach einigen Tagen kam die Antwort, dass das Produkt bei der Spedition sei. Wegen deren Überlastung verzögert sich die Lieferung jedoch erneut. Auch dieser Termin wurde nicht eingehalten.","Jul 1, 2021",Rated 1 out of 5 stars
"Inzwischen antwortet auch niemand mehr auf meine Beschwerde-Mails - weder Aldi Süd, noch Home Deluxe, von denen das Produkt geliefert werden sollte.","Jul 1, 2021",Rated 1 out of 5 stars
"Inzwischen gehe ich stark davon aus, dass es den bestellten Rattan-Höngesessel niemals gegeben hat.","Jul 1, 2021",Rated 1 out of 5 stars
Definitiv: NIE WIEDER ALDI LIEFERT!,"Jun 30, 2021",Rated 1 out of 5 stars
"Bin sehr enttäuscht von Aldi Süd Filialen, weil jedes Woche wenn sie NonFood Aktionen haben und ich morgens um 8 Uhr schon vor Filialen stehen und die Sachen ausverkauft sind, wenn mann sich beschwert bekommt mann so ein patzigen antwort und wird nicht erst genommen, also habe mich entschlossen nicht mehr bei Aldi einzukaufen, weil es geht nur um Kunden werben ohne das die Ware überhaupt da ist.","Jun 30, 2021",Rated 1 out of 5 stars
"Nie mehr Aldi Liefert!!! Habe eine Sitzgruppe bestellt und feststellen müssen, dass so viele Beschädigungen vorhanden sind, dass sie überhaupt nicht brauchbar ist. Eine Strebe ist sogar gebrochen. Hab mich an den Kundenservice gewendet und ewig keine Antwort bekommen. Bin dann auf den Hersteller verwiesen worden, der sich relativ schnell gemeldet hat und Fotos von den Schäden haben wollte. Die Fotos habe ich zur Verfügung gestellt und die Antwort erhalten, dass kein Ersatz geliefert werden kann. Der Hersteller hat mich zurück an Aldi Liefert verwiesen. Von hier hab ich nachdem der ganze Vorgang bereits über einen Monat andauert überhaupt keine Rückmeldung und schon gar nicht mein Geld zurück erhalten. ","Jun 30, 2021",Rated 1 out of 5 stars
"Das war das aller letzte Mal, dass ich bei Aldi online bestelle. Im Markt vor Ort wäre alles problemlos abgewickelt worden.","Jun 29, 2021",Rated 1 out of 5 stars
Ware wurde im Mai bestellt und natürlich sofort über Paypal bezahlt. Nach 3 Wochen immer noch nicht geliefert und im Kundenkonto stand die Ware durch DPD als geliefert. Da hier immer jemand im Haus,"Jun 29, 2021",Rated 1 out of 5 stars
"ist, wurde mir nach 1h Wartezeit in der Hotline gesagt, der Spediteur meldet sich bei mir, was natürlich nach über 1 Woche noch nicht passiert ist. Weiterhin Hotline so gut wie nicht zu erreichen, auf Mails wird nur automatisch mit ""Probleme bei der Vielzahl an Anfragen"" geantwortet. Hoffnungslos !","Jun 29, 2021",Rated 1 out of 5 stars
"Hier muss ich mir wohl auch einen Anwalt nehmen, aber wofür zahlt man schließlich jahrelang für eine Versicherung ;-)","Jun 29, 2021",Rated 1 out of 5 stars
"Abzocke!! Mehr ist das nicht! Von Bürgern, die sich nicht so gut auskennen, zocken Sie an einem Tag 12 € ab mit Ihren mobilen Daten, obwohl Sie genau wissen, dass man das kleinste Paket will. Sie sollten sich schämen!!!! Der Mobilfunk gehört Ihnen abgeschaltet, kein Wunder, dass Aldis Milliarden haben durch Beschiß.","Jun 28, 2021",Rated 1 out of 5 stars
"Aldi liefert, nie wieder! Produkt zurückgesandt, nach 1,5 Monaten immer noch kein Geld zurückerhalten und keine Reaktion auf Mails. Muss jetzt wohl einen Anwalt einschalten! Telefonkontakt nicht möglich!","Jun 28, 2021",Rated 1 out of 5 stars
"Am liebsten würde ich Minus Sterne vergeben.  Hätte ich mal vorher hier rein geschaut, nie hätte ich mit Aldi liefert bestellt. Keine Lieferung, Ware ist verschwunden und dann keine Reaktion mehr. Auf emails wird nicht reagiert und an der Hotline geht keiner ran. Das allerletzte Nie wieder","Jun 28, 2021",Rated 1 out of 5 stars
"Bin total genervt. Etliche Male Mail mit Fotos von der defekten Markise versucht zu verschicken. Jedesmal, leider konnten ihre Daten nicht verarbeitet werden. ","Jun 28, 2021",Rated 1 out of 5 stars
Das sollte man sich mal als kleine Firma erlauben. Wie soll ich denn reklamieren. Mails gehen nicht raus und Telefon Nr gibt es da nicht.,"Jun 26, 2021",Rated 1 out of 5 stars
Haben bei Aldi liefert eine Markise für 699€ bestellt. Gleich mit Paypal bezahlt. Lieferung dauerte fast 8! Wochen.,"Jun 25, 2021",
Dann kam das Teil an. Viel zu schwer für unsere Fertighauswand. ,"Jun 25, 2021",Rated 1 out of 5 stars
"Habe sie nach 3 Tagen retourniert und sie wurde nach 5 Tagen und viel hin und her abgeholt. Seid 3 Wochen warten wir auf unser Geld. Nie wieder Aldi liefert, zum Glück haben wir eine Rechtschutz Versicherung","Jun 24, 2021",Rated 1 out of 5 stars
"Ich habe 14.6.2021 ein AEG Klimagerät bestellt. Lt. den Allgemeinen Geschäftsbedingungen wird man bei Lieferung über Spediton innerhalb von 3 Tagen angerufen, um einen Liefertermin abzustimmen.","Jun 24, 2021",Rated 1 out of 5 stars
"Nach knapp 2 Wochen habe ich noch keinen Anruf erhalten. Bei der Hotline ist auch kein Durchkommen; habe mehrfach immer mindestens 15 - 30 Min. gewartet, einmal sogar fast ne Stunde. Auf eine geschriebene E-Mail kommt auch keine Rückmeldung.","Updated Jun 23, 2021",Rated 1 out of 5 stars
Das hätte ich von ALDI nicht erwartet und war auch sicherlich das letzte Mal.,"Jun 23, 2021",Rated 1 out of 5 stars
Aldi Jahrespaket L Aktivieren nicht möglich ! Wegen der sehr unfreundlichen Mitarbeiterin an der Hotline Telefon Ruf Nr. 0177/1771157 war mir das Buchen meines Jahres Paket L wegen angeblich irgendeinem Ausfallls vom Server ... Wahrscheinlich Hacker Angriff  :(,"Jun 23, 2021",Rated 1 out of 5 stars
"Wenn ich die Bewertung von Aldi so lese wundert's mich auch gar nicht mehr !😏 Bin schwer enttäuscht von Aldi  Dachte immer die währen halbwegs Gut. Werde in Zukunft hauptsächlich bei DM , EDEKA , LIDL , Rewe usw. einkaufen . Auch wenn's leider fast nirgends mehr positiv und korrekt abläuft 👎","Updated Jun 22, 2021",Rated 1 out of 5 stars
Wünsche all denn Sklaven von dieser 😈 Sekte mein Beileid ! 😏😓😡 Gute Besserung 👌😉,"Jun 22, 2021",Rated 1 out of 5 stars
Eukalyptusbaum online bestellt. 2 Mal vertröstet worden bei der Lieferung. Bestellung storniert.,"Jun 22, 2021",Rated 1 out of 5 stars
3 E-Mails geschrieben zur Stornierung. Keine Antwort. Telefonisch nicht erreichbar. 10- 15 Minuten in der Warteschleife ohne das was passiert. 160€ sind weg und Bäumchen auch weg. ,"Jun 21, 2021",Rated 1 out of 5 stars
Lasst bloß die Finger von Aldi!!!,"Jun 21, 2021",Rated 1 out of 5 stars
Mein Geld ist weg. Warte seit April vergebens auf Ware oder eine Rückerstattung. Keine Antwort auf  Mails.,"Jun 21, 2021",Rated 1 out of 5 stars
Ich versuche seit Tagen meine Retournierung zu veranlassen. Alle Mails werden nur automatisch beantwortet. Nie wieder Aldi online! Miserabler Service.,"Updated Jun 22, 2021",Rated 1 out of 5 stars
Artikel wurde nie verschickt. Rückerstattung des Kaufpreises soll laut Aldi erst nach Rücksendung des Artikels erfolgen. Verbraucherschutz und Anwalt sind eingeschaltet.,"Jun 19, 2021",Rated 2 out of 5 stars
"Wie schon einige andere berichtet haben, kommt die Ware ( Zaun, bestellt im April ) einfach nicht über. Die aller größte Frechheit ist, dass die Ware im Account als zugestellt ausgewiesen wird und man eine Email erhält, wie man die Lieferung bewertet. ","Jun 19, 2021",Rated 1 out of 5 stars
"Leider muss ich hier einen Punkt geben, sonst komme ich nicht zum Schreiben. War bisher gut zufrieden, jetzt gehe ich lieber zur Konkurrenz.","Jun 18, 2021",Rated 1 out of 5 stars
Da hat sich Aldi selber ins Knie geschossen. Diese negativen Bewertungen werden sich durch Mundpropaganda deutlich vermehren,"Jun 18, 2021",Rated 1 out of 5 stars
"Meine Frau warnte mich davor, beim Aldi Obst zu kaufen, weil die dort angebotene Qualität unterstes Level ist.","Jun 18, 2021",Rated 1 out of 5 stars
"Ich glaubte es besser zu wissen und kaufte am 21.06.2021 dennoch  dort Bananen, Braeburnäpfel und Nektarinen.","Jun 18, 2021",Rated 1 out of 5 stars
"Das ist ja wohl mal, für mich persönlich der schlechteste Online Lieferdienst überhaupt.","Jun 18, 2021",
"Anfang Mai bestellt und nach mehrfachem Nachfragen noch immer keine zufriedenstellende Antwort erhalten. Man wird immer wieder vertröstet: es wird bald, bald, bald, baaaaald verschickt. Aber Hauptsache sofort das Geld von KK abbuchen.","Jun 18, 2021",Rated 1 out of 5 stars
"Ich hab schon Artikel aus dem tiefsten Amazonas bestellt, was eher angekommen ist.","Jun 18, 2021",Rated 1 out of 5 stars
"Also ich persönlich bestelle nie wieder bei ""ALDI Liefert"". Dann lieber paar Euro mehr und vieeeel eher erhalten.","Jun 18, 2021",Rated 1 out of 5 stars
"Hallo, keine Antwort auf E-Mails. Per Telefon ist nach 30 min Warteschleife immer noch keiner erreichbar. Lieferung noch nicht gekommen ! Sehr schlechter Service.","Updated Jun 18, 2021",Rated 1 out of 5 stars
"Habe ein E-Bike bestellt, leider war es mir zu groß. Die Rücksendung klappt überhaupt nicht. Am vereinbarten Termin kam der Spediteur nicht, beim anrufen komme ich nicht durch, Rückrufbitten werden nicht durchgeführt und auf E-Mails antwortet keiner. Ich hatte ein zweites Akku bestellt, damit ist es das gleiche Drama. Das Rücksendelabel kommt einfach nicht, trotz E-Mail bei Aldi Süd und bei der Herstellerfirma. Ich werde dort nie wieder etwas bestellen!","Jun 16, 2021",Rated 3 out of 5 stars
Kundenservice gleich null! Reklamationen werden nicht bearbeitet da sich kleiner zuständig fühlt. Kommunikation nur per Mail möglich was sehr umständlich ist.,"Updated Jun 17, 2021",Rated 1 out of 5 stars
"Ich habe ein Produkt bestellt mit dem ich nicht zufriedend war. Nach erfolgter Rücksendung, wurden Anfragen meinerseits bezüglich einer Rückerstattung des Kaufpreises zunächst nicht beantwortet. Es war wirktlich sehr schwer in Kontakt zu kommen. In der Warteschleife des Service habe ich zweimal fast eine Stunde gewartet. Nach dem zweiten Telefonat kam die Rückerstattund dann umgehend.","Updated Sep 8, 2021",Rated 1 out of 5 stars
"Nie wieder Aldi liefert! Am 15.04.21 bestellt und per Kreditkarte bezahlt. Bis heute habe ich die Ware nicht erhalten. Keine Info wo sich die Ware befindet, ich habe nur eine Standard-Mail mit Floskeln erhalten. Werde mir wohl rechtliche Hilfe holen oder die 600€ nie wieder sehen.","Updated Jun 16, 2021",Rated 1 out of 5 stars
"Ware am 31.05.2021 bestellt. Am 07.06.2021 wurde ich durch eine Email informiert, dass die Lieferung sich verzögert. Heute ist der 16.06. 2021. Immer noch keine weitere Information wann die Ware geliefert wird. Auf meine Email, gibt es keine Antwort. Schade, da die Ware ein Geschenk sein sollte. Immer noch keine Antwort auf meine Email. Heute ist der 17.06.2021. Super Leistung.","Jun 16, 2021",Rated 1 out of 5 stars
"Ich kann nur jedem wärmstens empfehlen, den Liefer""service"" von Aldi Süd auf keinen Fall zu nutzen. Ich habe ein E-Bike bestellt und aufgrund von Lieferverzug die Bestellung storniert. Nun will sich keiner zuständig fühlen, die Rückerstattung des Kaufbetrages zu veranlassen. Es handelt sich um fast 1.200 €, auf denen ich Momentan sitzen bleiben. Das ist unprofessionell und einem Unternehmen wie Aldi nicht würdig. Die Servicehotline ist ebenfalls ein Flop. Ich habe zu verschiedenen Tageszeiten dort versucht anzurufen und habe jeweils nach ca. 1,5 h in der Warteschleife abgebrochen. Auf E-Mail-Anfragen erhält man nur Standardantworten, aber niemand will sich dem Problem annehmen. So wie es aussieht wird mir nichts übrigbleiben, als mir rechtlichen Beistand zu holen, sonst sehe ich mein Geld vsl. nie wieder.","Jun 16, 2021",Rated 1 out of 5 stars
"Habe 2 Deckenleuchten mit Ventilator vor Ausverkauf (das war bereits 08:10 Uhr am 14.06.2021)bestellt. Rechnung online über 2Stk bekommen und auch die Versandmeldung. Am Dienstag um 20:05 schreibt ein Herr vom ""Kundenservice"" das die Lfg aus Versehen doppelt versendet wurde und 1 x gestoppt wird. NEIN - ich habe 2 bestellt. Und statt die kompetentwn Menschen vorher mit dem Kunden klären ob er 2 Stk wollte oder nicht, hat der kompetenze Mitarbeiterdie ganze Lfg storniert und retourniert -","Jun 16, 2021",Rated 1 out of 5 stars
Alle beiden Teile - bei ausverkaufter Ware. Nix zum Nachkaufen,"Jun 15, 2021",Rated 1 out of 5 stars
Service hotline 0800-....ist Deko im Impressum- geht keiner ran. Emails liegen so rum um das Postfach zu füllen - sieht besser aus wenn der Chef vorbei läuft - werden nicht beantwortet- stattdessen schicken die munter retoure-emails an den gewesenen Kunden.,"Jun 15, 2021",Rated 1 out of 5 stars
"Super Laden und besch.. ""Service""","Jun 15, 2021",Rated 1 out of 5 stars
Update: habe heute die 2 fälschlicherweise durch Aldi stornierten Pakete erhalten... ich bleibe dabei und kaufe lieber woanders - auch für mehr Geld ..Den Stress kann,"Updated Jun 15, 2021",Rated 1 out of 5 stars
man keinem zumuten.,"Jun 15, 2021",Rated 1 out of 5 stars
"Am 13.5. 3 Pflanzen bei Aldi Süd bestellt - per PayPal bezahlt. Nach 2 Wochen nachgefragt wo meine Ware bleibt, nur ""vorgededruckte"" Mailantwort erhalten. 1 Artikel kam dann nach 3 Wochen.. Paar Tage später der 2. Nach nebulösen Lieferankündigungen. Aber der 3. Artikel steht immer noch aus. 6 Emails verfasst =>Ohne Rückmeldung. Jetzt hänge ich seit genau 1 Stunde in der Hotline Warteschleife :1(((","Jun 15, 2021",Rated 1 out of 5 stars
Nie wieder Aldi liefert.,"Jun 14, 2021",Rated 1 out of 5 stars
"Achtung, die Retouren werden scheinbar nur sehr unzureichend durch die Dienstleister bearbeitet.","Jun 14, 2021",Rated 1 out of 5 stars
"Der online Service von Aldi ist unterirdisch schlecht, passt überhaupt nicht zu dem sonst so tollen Unternehmen. ","Jun 14, 2021",
"Seit 4 Tagen bin ich in der Telefonwarte schleife, es ist wirklich unverschämt.","Jun 14, 2021",Rated 1 out of 5 stars
Verantwortungsloser Filialleiter Ottobrunnerstr. Mchn.,"Jun 14, 2021",Rated 1 out of 5 stars
Ich bin Hans Siebenhaar und habe heute eine sehr unangenehme Erfahrung machen müssen.,"Jun 13, 2021",Rated 1 out of 5 stars
"In meinen verpackten Cocktailtomaten befand sich eine mit Stäbchen wie von Rollmopsfischen, also ein sehr gefährliches fast nicht sichtbares Teil für Kinder und Kunden.","Jun 12, 2021",Rated 1 out of 5 stars
"Ich brachte das Produkt zum Filialleiter, Herrn Inec, und machte Ihn darauf aufmerksam, seine","Jun 12, 2021",Rated 1 out of 5 stars
"Reaktion wunderte mich schon sehr , als er erwiderte , O-Ton ""Ich verpacke die Tomaten nicht"",","Updated Jun 11, 2021",Rated 1 out of 5 stars
"ich bekam aber mit das sich ein Vorgesetzter im Laden befand, den ich dann auch darauf aufmerksam machte und der das als einen Anschlag auf Kunden sah. Keiner der beiden Herren","Jun 11, 2021",Rated 5 out of 5 stars
entschuldigte sich und ließen mich stehen. Das ich da sehr verärgert war versteht sich von selbst.,"Updated Jun 14, 2021",Rated 1 out of 5 stars
"Nach meinem Einkauf sprach ich Herrn Inec nochmal an und meinte, also eine Entschuldigung wäre schon angebracht gewesen, Er, ja ich verpacke doch die Tomaten nicht und soll ich jede Tüte kontrollieren, dafür habe ich keine Zeit. Super oder ?","Jun 10, 2021",Rated 1 out of 5 stars
"Darauf wurde ich natürlich laut, "" Er sie waren mir immer schon unsympatisch und jetzt haben sie Hausverbot"", natürlich kann ich verstehen dass Herr Inec sauer war weil ich seinen Vorgesetzten angesprochen habe, weil er die gespickte Tomate seinem Vorgesetzten nicht zeigen wollte aber das ganze ist es schon wert darüber zu berichten, denn ich glaube nicht, das da im Sinne von","Jun 10, 2021",Rated 1 out of 5 stars
ALDI SÜD gehandelt wurde.,"Jun 9, 2021",Rated 1 out of 5 stars
Schlechtestes  Onlineportal ever!,"Jun 9, 2021",Rated 1 out of 5 stars
"Verkaufen Ware mit einem Lieferversprechen, die überhaupt nicht vorrätig ist! Liefertermin ist nicht in Erfahrung zu bringen. Nach 2 Monaten vergeblichen Wartens habe ich eine Stornierung getätigt.","Jun 9, 2021",Rated 1 out of 5 stars
"Der Kundenservice ist so gut wie nicht vorhanden. Auf Emails wird seit einer Woche nicht reagiert. Bin gespannt, wann ich das Geld zurückerstattet bekomme!!","Updated Jun 9, 2021",Rated 1 out of 5 stars
"6 er Pack Rispenhortensien bestellt und bezahlt bis heute wurde nicht komplett geliefert, auf Email Anfragen bekommt man, weder bei Aldi noch beim Lieferanten, eine Antwort. Hier bestelle ich bestimmt nix mehr.","Jun 8, 2021",Rated 1 out of 5 stars
"Am 15 April Ware bestellt und bezahlt bis heute wurde nicht komplett geliefert,  Hotline immer besetzt und auf Email Anfragen bekommt man keine Antwort","Jun 8, 2021",Rated 1 out of 5 stars
"Gutschein für eine iTunes Karte gekauft. Bekam aber nur eine Rechnung von der Kasse mit dem Code, als ich zuhause war wahr der Code nicht mehr zu lesen Geld weg das ist betrug.","Updated Jul 7, 2021",Rated 1 out of 5 stars
"Habe wieder bei Aldi liefert bestellt (eher mein Vater), wieder alles top, wieder eine 5 Sterne Bewertung auf Trustpilot! ","Jun 7, 2021",Rated 1 out of 5 stars
Er wollte sich Pflanzen für seinen Garten bestellen,"Updated Jun 7, 2021",Rated 1 out of 5 stars
Nach 5 Stunden an der Hotline aufgegeben...,"Jun 5, 2021",
Hatte mich von Position 10 bis 1 hervorgekämpft..,"Jun 5, 2021",Rated 1 out of 5 stars
Nach einer Stunde an Position 1 habe ich dann aufgelegt.,"Updated Jun 5, 2021",Rated 1 out of 5 stars
"Ich bin mir sicher, dass es gar keine Hotline gibt und ich nur durch die Aufgabe der anderen Personen so weit gekommen bin.","Jun 5, 2021",Rated 2 out of 5 stars
Bei einem Unternehmen wie Aldi hätte ich etwas anderes erwartet.,"Updated Jun 4, 2021",Rated 1 out of 5 stars
Schriftlich leider seit Tagen auch keine Antwort bzgl. meines Problems.,"Jun 4, 2021",Rated 1 out of 5 stars
"Totale Frechheit, nach 4 Stunden Wartezeit keine Annahme des Anrufs ! Auf 1 Position hängen lassen bis man aufgibt. Ein Fall für den Anwalt !","Jun 4, 2021",Rated 1 out of 5 stars
Ende April haben wir bei Aldi Online einen Grill bestellt. Das Geld wurde sofort über Paypal bezahlt und abgebucht.,"Jun 4, 2021",Rated 1 out of 5 stars
"Anschließend gab es keinerlei Infos zur Lieferung. Nach verstrichener Lieferfrist und keinerlei Reaktion von Aldi auf meine Email, habe ich über Paypal einen Konflikt gemeldet. Danach folgte eine Reaktion mit einer Lieferfrist von 10-15 Tagen. Die Lieferant würde sich melden. Als auch diese Frist abgelaufen war, habe ich den Paypal-Käuferschutz eingeschaltet.","Jun 4, 2021",Rated 1 out of 5 stars
"Kurz vor Ende, der von Paypal gesetzten Frist, hat sich tatsächlich auf Drängen von Aldi der Lieferant gemeldet und nach über 4 Wochen haben wir unsere Ware erhalten. Aldi selber verschickt nichts, sonst lässt alles über Zwischenhändler laufen. Das ist die reinste Organisations-Katastrophe. Nie wieder Aldi liefert. ","Jun 3, 2021",Rated 1 out of 5 stars
"Wer unbedingt dort bestellen will, nur über Paypal, damit man ein Druckmittel hat!!!","Jun 1, 2021",Rated 3 out of 5 stars
"Die Ware ist top, daher gibts noch 2 gut gemeinte Sternchen von mir.","Jun 1, 2021",Rated 1 out of 5 stars
"Vor 3 Wochen eine Pizza Keramikplatte bestellt, die auch in relativer kurzer Zeit defekt geliefert wurde.","Jun 1, 2021",Rated 1 out of 5 stars
"Sofort Retour angemeldet, eine automatische Antwort bekommen, dass die Retour gemeldet wurde und die Etiketten vom Lieferanten gesendet werden.","May 31, 2021",Rated 1 out of 5 stars
"Nach ein paar Tagen noch nichts bekommen, nochmal per Mail angeschrieben. Bis heute noch keine Antwort geschweige denn ein Retourenetikett erhalten.","May 31, 2021",Rated 1 out of 5 stars
Das erste und letzte mal bei Aldi Liefert bestellt.,"May 31, 2021",Rated 1 out of 5 stars
"Die Ware ist nach 7 Wochen noch nicht geliefert worden. Bezahlung aber sofort per PayPal erhalten. Heute stand aber in meinem Konto, dass ich den Artikel erhalten habe. Ich werde mir jetzt auch Rechtsbeistand holen müssen. Aldi, schaut mal bei Lidl, wie so ein Shop funktioniert. Hier kaufe ich nicht wieder.","May 31, 2021",Rated 1 out of 5 stars
Artikel bei Aldi Süd ausverkauft!!! Aldi Nord lieferbar!!! Wohne nicht im Liefergebiet von Aldi Nord !!!Somit keine Lieferung noch nicht mal mit Versandkosten!!! Frechheit ich wohne in Deutschland und nicht im Kongo!!! Hätte jetzt den online Shop von Aldi das erste mal genutzt und werde ihn jetzt auch nie wieder nutzen !!! Bestelle weiter bei Lidl die liefern in ganz Deutschland,"May 30, 2021",Rated 1 out of 5 stars
"Nach längerer Zeit der Bearbeitung die Nachricht, dass man keinen Einblick in die Termine des Lieferanten hat. Ich habe aber mit Aldi","May 29, 2021",Rated 1 out of 5 stars
den Kaufvertrag abgeschlossen und nicht mit dem Lieferanten.,"May 29, 2021",Rated 1 out of 5 stars
Nachdem mein gestriger Kommentar wohl nicht mehr verfügbar zu sein scheint... (die 2Min. nochmal einen zu verfassen sind es mir wert). ,"Updated May 28, 2021",
"Groß angekündigter Gaming PC ist nach nicht einmal 10Minuten ausverkauft und wird nun von habgierigen Menschen auf anderen Plattformen teuer weiterverkauft. Ich überlege mir in Zukunft zweimal welcher Supermarktkette ich mein erarbeitetes Geld zukommen lasse. Eventuell fehlen mir auch einfach die Kontakte bei Aldi um mir einen ""reservieren"" zu lassen! Danke für Nichts! -5*****  *Edit - ich musste die Bewertung (nochmals) mit einem anderen Google Account abgeben, da mir TrustPilot oder Aldi (who knows) meine Meinung zu dieser Thematik allem Anschein nach verweigert...","May 28, 2021",Rated 1 out of 5 stars
"Es scheint eine gängige Masche des Versandhandels zu sein Kunden mit günstigen Angeboten zu locken. Die Lieferzeiten, wenn es denn überhaupt zur Lieferung kommt, werden nur noch schwammig angegeben. ( z.B. Lieferbar in XY Tagen ) Das bedeutet, dann können sie vielleicht liefern. Was wiederum nicht bedeutet dass die Ware dann bei einem da ist. Corona wird dann auch noch gerne als Ausrede benutzt. ALDI hat gerade einen E-Scooter im Online Angebot. Außer dass die Bestellung in Bearbeitung ist, tut sich da nichts und das nach 7 Tagen. Vermutlich sammeln die erst alle Bestellungen. Dann wird in China bestellt. Die produziere und liefern irgendwann. Der Gesetzgeber müsste hier den Verbraucher schützen und auf exakte Lieferzeiten drängen.","May 28, 2021",Rated 2 out of 5 stars
"Nachdem der Timer abgelaufen war, sind natürlich die Server abgestürzt. Dennoch konnte ich nach ca. 45 Minuten einen ergattern. Es waren reichlich verfügbar. Deswegen kann ich nicht verstehen, warum so viele Leute meckern. Einfach Geduld haben! Sogar um 3 Uhr Nachts waren noch 25, Stück verfügbar!","May 28, 2021",Rated 4 out of 5 stars
"Wie kann das sein, dass man für ein PC wirbt und dieser wirklich nicht mal in einer Sekunde ausverkauft ist?! Absolute Frechheit! Man muss bei solchen Angeboten ein bestimmtes Kontingent an Ware haben, um dies überhaupt anbieten zu können. Und das vor allem bei einem so Namenhaften und seriösen Unternehmen wie Aldi. Wo bleibt da das vertrauen und die Seriosität... Ich spreche von 1 Sekunde Ausverkauf! Wenn Bots etc. dies verursacht haben, dann muss ich echt zugeben, dass eure Server richtig schwach sind. Baut ein Kontingent auf, wo die Ware zumindest minutenlang noch da sind und nicht nach bzw. vor 1 Sekunde verkauft sind!","May 28, 2021",Rated 1 out of 5 stars
Viele Freunde von mir wollten dies auch kaufen. Ich kenne keinen der überhaut an diesen Rechner gekommen ist. Ich vermute sogar das Ihr Intern dies selbst alles abgekauft habt. Diese Vermutung schließe ich bei weniger als einer Sekunde Ausverkauf echt nicht aus. Man könnte sogar Rechtlich bei so einem ganzen Fall vorgehen. Ein Unternehmen muss die Ware mindestens eine Gewisse Zeit lang anbieten können. Und unter einer Sekunde ist nicht mal eine gewisse Zeit sondern ein Augenblick bzw. Augenzwinkern. Rechtliche Wege werden bestimmt von dem Einen oder Anderen Folgen.,"May 28, 2021",Rated 1 out of 5 stars
Keine Rückmeldung auf Kontakt Nachrichten.,"May 28, 2021",Rated 1 out of 5 stars
