comment,posting_time,rating
Auf Nachfragen wird nicht reagiert und damit ein Grund hier nicht mehr zu bestellen. Ich kann jedem hiervon nur abraten.,"May 28, 2021",Rated 1 out of 5 stars
"Vor Wochen eine Markise bestellt, diese auch pünktlich bezahlt. Vor 10 Tagen Mail mit Info Lieferung sei unterwegs. Seither keine Änderung und die Partnerfirma Home Deluxe hat nur eine Bandansage, dass sie telefonisch nicht erreichbar sind. Kundenservice ist das nicht!","May 27, 2021",Rated 1 out of 5 stars
"Der Gaming PC welcher angeboten wurde, war nach 1 Sekunde!! direkt ausverkauft, wie kann das sein?","May 27, 2021",Rated 1 out of 5 stars
gab es nur 2 Stück Insgesamt zu kaufen??,"May 27, 2021",Rated 5 out of 5 stars
Ich musste ein Stern geben haben die aber nicht verdient . Habe einen Rasentrimmer gekauft der ansich gar nicht schlecht ist leider gibt es dafür keine Ersatzteile. ABER jetzt kommt für mich das aller schlimmste seid 6 Monaten und 4 Nachrichten warte ich auf eine Antwort vom Kundenservice. Werde immer hingehalten das die Antworten etwas länger dauern ok aber ein halbes Jahr ? Unakzeptabel,"May 27, 2021",Rated 1 out of 5 stars
Haben vor fast 4 Wochen ein Pavillon bestellt...per PayPal noch immer kam nix an und der lieferserstatus geht nicht weiter ....Man sollte seine Kunden bei  so langen liefer schwirgkeiten auch mal früher oder später informieren....Ob noch was kommt oder nicht ..!! Wir sind gespannt...ob dann noch Sommer ist ...! Einmal und nie wieder ...tut mir sehr leid ....Aber sehr schlechte Kommunikation!!,"May 27, 2021",Rated 1 out of 5 stars
"Heute um 8:00 Uhr kurze technische Probleme, aber Notebook die ganze Zeit im Warenkorb gehabt nach ca. 15 Minuten Bestellbestätigung bekommen. Bei dem Ansturm alles in allem 5 Sterne verdient. Deutlich schlimmere Erfahrungen gemacht.","May 27, 2021",Rated 1 out of 5 stars
Groß angekündigter Gaming PC ist nach nicht einmal 10Minuten ausverkauft. Nun wird er für einen um einiges höheren Preis von geldgeilen Menschen auf anderen Plattformen weiterverkauft...Ich werde garantiert in Zukunft überlegen welcher Supermarktkette ich mein erarbeitetes Geld zukommen lasse. Danke für Nichts! -5*****,"Updated May 27, 2021",Rated 1 out of 5 stars
"Leider ist ""Aldi Liefert"" eine Katastrophe.Ich warte seit ûber 2 Wocgen auf meine Bestellung,die seit einer Woche gepackt sein soll🤔.Warum sie nicht verschickt wird,weiss ich nicht.Arme Pflanzen darin kann ich nur sagen!","May 27, 2021",Rated 1 out of 5 stars
"Der kontaktierte Kundendienst schickt eine Standardmail,er würde sich melden.Tut er aber nicht.Der Lieferant reagiert auch nicht per Email. Paypal  Käuferschutz habe ich heute kontaktiert.","Updated May 27, 2021",Rated 1 out of 5 stars
"Ware online bestellt und Versandbestätigung bekommen, dann passiert eine Woche nix; Anfrage an Kundenservice: nur die automatische Antwort bekommen, telefonisch nicht erreichbar; nach drei Tagen nochmal angeschrieben, keine Reaktion. Über Paypal Klärung beantragt dann Mail von Aldi, dass sie für die Retoure danken, zwei Tage später von der Lieferfirma per Mail ein Retourenschein, kann garnicht alles aufzählen was schief gegangen ist und ich glaube es gibt diesen Service garnicht!!! Zum Glück über Paypal Geld zurück aber bis heute keine Rückmeldung von Aldi. Finger weg, man hat nur Ärger und Kosten!!!","May 26, 2021",Rated 1 out of 5 stars
"Nicht mal -100 Stern wär noch zuviel, ich hab so'ne Krawatte. Ich hab extra Pausenzeit so gelegt damit ich mir ein Notebook bestellen kann und siehe da: ""technische Probleme"" manche Firmen sollte man meiden, was ich auch ab jetzt mache. Und jetzt gibt's die nicht mehr. Und wieder ein Kunde weniger.... eine Entschuldigung bringt mir auch nix, da sparste und dann sowas","May 26, 2021",Rated 1 out of 5 stars
"Nach diversen Versuchen mit ""richtigen"" Angeboten etwas abzubekommen bevor es ausverkauft war, nun wieder über Online den PC versucht - Störung der Seite , PC im Warenkorb - ""Überprüfung ihres Warenkorbes hat zur folgenden Anpassuung geführt"" und PC war weg. Kundenkonto und Newsletter gelöscht - Tschüss Aldi... Hallo Lidl ! Hoffentlich können die das besser !!!","May 25, 2021",Rated 1 out of 5 stars
"Wie viele andere auch, Ware im Warenkorb, dann Prüfung zwecks Postleitzahl und dann geht nichts mehr, Ware weg bzw. Artikel nicht mehr verfügbar. Solche Bauernfänger-Methoden wurden schon oft als Betrug eingestuft. Es gab mal eine Fernsehsendung ""Nepper-Schlepper-Bauernfänger"" und solche Werbeaktionen von Aldi sind das Gleiche. Leute vera....en und das wars dann, passiert eh nicht's und die blöden Kunden kommen sowieso, wie lange halt noch","May 25, 2021",
"Bestellt am 15.04.2021 angeblich zugestellt am 12.05.2021. Das ist und war eine Lüge. 1100 Euro vorläufig weg. Paypal dieses als Konflikt gemeldet. Aldi-online angedroht per online, eine Anzeige wegen Betrugs zu stellen. Aldi Online ist ein Tsc Laden geworden. In meinen Augen ist das ein groß angelegter Betrug durch ALDI. VW ist ein ""gutes"" Beispiel für Aldi. Umso größer, umso mehr wird betrogen ohne Konsequenzen erwarten zu müssen.","Updated Jun 8, 2021",Rated 1 out of 5 stars
"Ich kann nur allen empfehlen eine Anzeige zu erstatten. Das geht über die Internetwache, die hat jedes Bundesland und ist online möglich. Einfach alle Daten zum Fall vorbereiten und dann mit versenden. Ich habe Aldi letzte Frist gesetzt, zur Lieferung. Mal sehen...","May 25, 2021",Rated 3 out of 5 stars
"Ergebnis: Ware wurde ca. 2 Wochen später geliefert. Daher die 3 Sterne. Die Kommunikation war völlig unzureichend mit Aldi. Ich hatte die Spedition und den Hersteller kontaktiert, um zu erfahren, was los sei. Ich gehe davon aus, dass zukünftig Aldi liefert, aber viel später als angegeben. In diesen Fall sind die Speditionen überlastet und werden es auch eine Weile bleiben. Kauft auf Rechnung oder über Paypal. Dann ist das Geld für den negativen Fall nicht weg.","May 25, 2021",Rated 1 out of 5 stars
Katastrophe bei online bestellen..hatte meine Ware im Warenkorb und wollte weiter gehen..dann ging nichts....aufeinmal war der Pool ausverkauft..unmöglich...,"May 25, 2021",Rated 1 out of 5 stars
Wie immer bei Aldi 5 Min.nach Aktionsanfang ausverkauftUnd Online nicht erreichbar.,"May 24, 2021",Rated 1 out of 5 stars
MANGELHAFT,"May 22, 2021",Rated 1 out of 5 stars
"Finger weg von Aldi Online. Nur Dummfang. Ab 22 Uhr gewartet, es wurde 0.00 Uhr und die Ware war im Einkaufswagen  und plötzlich  ging bei Aldi Online das Licht aus und es ging nichts mehr. Nach 30 Minuten aufgegeben. Ich kaufe ab sofort nicht mehr bei Aldi meinen Wocheneinkauf! Ich bin bei verarschen sehr nachtragend.","May 21, 2021",Rated 1 out of 5 stars
"13 Minuten nach 0 Uhr nachdem das Angebot verfügbar war, ist es ausverkauft. Das ist Verarschung","Updated May 28, 2021",Rated 1 out of 5 stars
"Kellerschachtabdeckung 3 Stück zurück gesendet. Seit über einem Monat keine Erstattung. Dann kam Bestätigung dass es eine Erstattung für nur 1 Artikel veranlasst wurde. Ich hatte die Artikeln nicht mal ausgepackt und gleich zurück gesendet, da ich bereits andere in der passenden Größe und günstiger gekauft. Nie wieder !!! So ein Betrug!!!!","May 20, 2021",Rated 1 out of 5 stars
Preis Leistung stimmt nicht überein... Qualität entspricht nicht dem Preis... Viel zu teuer für das was dann ankommt... 😔😔😔,"Updated May 20, 2021",Rated 1 out of 5 stars
"Wollte meinen Holzkohlegrillwagen zurücksenden, da als Geschenk gedacht, der Beschenkte hat sich aber schon einen WEBER Grill gekauft.","May 20, 2021",Rated 5 out of 5 stars
"Ich warte nun bereits seit 8 Tagen auf ein Rücksendeetikett von ALDI, es kommt nicht auch nicht nach erneuter Mail. Rückgabe im Laden ist auch nicht möglich was bei anderen Discountern auch geht!!!","May 20, 2021",Rated 1 out of 5 stars
"Bei andern Discounter, Lidl, Norma und z.B. Netto, bekommt man das Rücksendeetikett innerhalb von 5 Minuten.","May 20, 2021",Rated 1 out of 5 stars
"Wenn Aldi keine Ahnung vom Onlineversand hat soll er lieber die Finger davon lassen, und weiter sein Gemüse verkaufen.","May 19, 2021",Rated 1 out of 5 stars
"Die sollten sich vielleicht mal bei Amazon schulen lassen!!  Wenn ich vorher hier die unmengen an negativen Bewertungen gelesen hätte, hätte ich mir das Desaster erspart.","May 18, 2021",Rated 1 out of 5 stars
"Ich werde auf keinen Fall nochmals bei Aldi etwas Online bestellen, man lernt aus fehlern.","May 17, 2021",Rated 1 out of 5 stars
NACHTRAG!,"May 17, 2021",Rated 1 out of 5 stars
Nach nun 15 Tagen immer noch keine Antwort von ALDI erhalten,"May 17, 2021",Rated 4 out of 5 stars
Bin jetzt leider sehr enttäuscht von Aldi.,"May 17, 2021",Rated 5 out of 5 stars
"Ich habe einen Akkuwischer bestellt. Dieser wurde geliefert. Leider war das Gerät defekt. Nun habe ich bereits vor 3 Wochen die Retoure beantragt und es heißt, der Spediteur melde sich bei mir. Bisher ist leider immer noch nichts passiert. Im Geschäft abgeben geht auch nicht. Ich bin wirklich sehr enttäuscht und unzufrieden. Ich hätte das nicht von Aldi erwartet.","May 17, 2021",
"Am 7. April bestellte ich einen Infrarot-Heizstrahler. Meine beste Entscheidung war, dass ich auf Rechnung kaufte. Diese kam auch direkt am 7.4.","May 16, 2021",Rated 1 out of 5 stars
"Eine Woche später kam die Mitteilung, dass sich die Lieferung etwas verzögert. Seitdem habe ich nichts mehr von Aldi gehört oder gesehen. Erreichen kann man Aldi überhaupt nicht. Von einem solch großen Unternehmen hätte ich mehr Kundenfreundlichkeit erwartet.","May 16, 2021",Rated 1 out of 5 stars
Nie wieder werde ich hier etwas bestellen. ,"Updated Oct 11, 2021",Rated 1 out of 5 stars
"Ich bin nur froh, dass ich die Rechnung noch nicht bezahlt habe","Updated May 15, 2021",Rated 1 out of 5 stars
"Bin ehrlich sehr untäuscht von Aldi-Liefert, wir haben Anfang Januar 2021 2 Teppiche bestellt und natürlich sofort bezahlt, nach ca 4 Wochen kam die Lieferung aber nur einer der beiden Teppiche!","May 14, 2021",Rated 1 out of 5 stars
Wir dachten kommt mal vor und der 2. Kommt zeitnah auch an! ,"May 12, 2021",Rated 1 out of 5 stars
"Ende März war immer noch nichts, dann fing die Qual mit den Versuchen irgendwie jemanden vom Kundenservice zu erreichen. ","May 11, 2021",Rated 1 out of 5 stars
"Telefonisch ist unmöglich, per Mail ist noch komplizierter und nach 6 Wochen erst eine Rückmeldung das beim Lieferanten der Fehler lag und die werden es klären.","May 10, 2021",Rated 1 out of 5 stars
Einfach kam die Antwort das der Spediteur die Adresse vom Kunden nicht hatte und einfach so belassen.,"May 10, 2021",Rated 1 out of 5 stars
Der Kunde ist bei der Firma hat eine untergeordnete Rolle was bei so ein großes Konzern auch üblich ist.,"May 9, 2021",Rated 1 out of 5 stars
Zusammengefasst ist eine der schlechtesten und unangenehmeste Kauferfahrung die ich erleben konnte und keinem anderen Wünsche!,"May 8, 2021",Rated 1 out of 5 stars
"Ware bestellt und Bezahlt. Nach einer Woche Mitteilung einer Lieferfirma, dass Ware unterwegs. Denkste! Nach einem Monat nichts da. Lieferdienst beantwortet keine mails. Aldi ist nicht zu erreichen. Ich warte noch ein paar Tage, dass drucke ich alle Bewertungen dieser Seite aus und erstatte Strafanzeige. Nach meiner Bewertung hier kam schnell die Lieferung. Leicht beschädigt und unfachmännisch repariert. Hab ich erst nach dem umfänglichen Auspacken gemerkt, als ich die Halterungen für die 45 kg Makise schon installiert hatte. Hab sie deshalb nicht zurückgeschickt.","May 6, 2021",Rated 1 out of 5 stars
"Am 15.4.2021 für 1.700,00 Euro Zäune bestellt bezahlt und seit dem heisst es warten und Aldi arbeitet mit meinem Geld. Transportprobleme angeblich wegen Corona und der Witz ist,Aldi bietet die gleichen zäune am 20.5.21 noch einmal an.vielleicht sollte ich da zuschlagen  und auf eine schnelle Lieferung hoffen. Auf alle Fälle Finger weg von einer Onlinebestellung, das ganze grenzt an Betrug.","May 6, 2021",Rated 1 out of 5 stars
"Aldi liefert NICHT!!! Eine Frechheit. Lieferung kommt nicht. Man erreicht niemanden. Nach Wochen und vielen Mails meinerseits eine erste Reaktion. Ware ist angeblich verschwunden. Neue Ware wird sofort versendet. Lieferung erfolgte natürlich auch hier nicht. Nach weiteren Mails igendwann eine Reaktion, ich hätte die Annahme der Ware verweigert. Was für eine Frechheit!!! Ich warte zu Hause jeden Tag auf die Lieferung. Weitere E-Mails von mir. Keine Reaktion mehr. Nach Wochen eine E-Mail von Aldi ""Vielen Dank für Ihre Rücksendung"". So etwas gibt es nicht. Ich habe nix erhhalten und auch nix zurück gesendet. Nur Lügen. Für mich ist das Betrug! Aldi online geht gar nicht! Eigentlich Null Sterne.","Updated May 14, 2021",Rated 1 out of 5 stars
"Habe den Wasserkocher ambiano als schlecht bewertet. Und erklärt, dass die außenhülle kochend heiß wird und damit eine Gefahr darstellt, außerdem dass heißer Dampf beim Ausgießen des Wassers aus den Seiten des Deckels austritt. Aldi lehnt meine schlechte Bewertung ab und veröffentlicht sie nicht. Das nenne ich souveränes Bewertungsmanagement.","May 5, 2021",Rated 1 out of 5 stars
"Das Service-Center ist nur dazu da, Anliegen abzulehnen mit Standardantworten ...","May 5, 2021",Rated 1 out of 5 stars
Die Mitteilungen werden nicht einmal richtig gelesen...,"May 5, 2021",Rated 1 out of 5 stars
Sehr schlechtes Problemmanagement und lässt tief blicken ! ,"May 5, 2021",Rated 1 out of 5 stars
Die ganzen Werbeversprechen zu Qualität und Service  NUR HEISSE LUFT,"Updated May 12, 2021",Rated 1 out of 5 stars
"Das Angebotsartikel schnell Mal ausverkauft sind, kennt man ja auch von Einkäufen im Markt. Bei begehrten Artikeln im Onlineshop hatte ich den Tipp erhalten, gleich nach Mitternacht am Angebotstag zu bestellen. Das funktioniert. Ich erhielt die Kaufbestätigung für 2 Sandkisten, habe diese auch sofort per PayPal bezahlt. ","May 3, 2021",
"Die Erste kam auch 2 Tage später. Die 2. ließ auf sich warten. Kann passieren. 7 Tage später habe ich im Onlineshop nachgesehen. Status meiner Lieferung: komplett geliefert! Keine Telefonnummer im Onlineshop, Kontaktformular ließ sich nicht absenden und meldete ständig Fehler. Also habe ich über PayPal reklamiert. So erhielt ich zumindest die fehlende Sendungsnummer, welche beim Versender bis dahin leider nur angekündigt war. Daran änderte sich in den nächsten 14 Tagen nichts! Somit habe ich mein Geld zurück gefordert. Es hat EINEN weiteren Monat gedauert bis ich endlich mein Geld zurück hatte! Keine Entschuldigung. Technisch nur falsch vermerkt - Retoure vom Kunden erhalten / Kunde gefällt Artikel nicht mehr. Kommunikation / Service ist absolut unterirdisch!!!","May 2, 2021",Rated 1 out of 5 stars
"Aldi Mobile ist nur im Vordergrund billig oder günstig, mit einem Start Guthaben von 20 CHF, nach dem ersten Telefonat in der Region schlägt Aldi richtig zu, das kostet mich geradezu 9 Franken. ","May 1, 2021",Rated 1 out of 5 stars
"Leute da draussen, schaut genau hin","Apr 30, 2021",Rated 5 out of 5 stars
"Ich bin mit Aldi aufgewachsen. Damals war das noch der Supermarkt für Assis, den Armen, weniger Betuchten und Gastarbeiter. ","Apr 29, 2021",Rated 1 out of 5 stars
"Für mich war es Orangenlimonade, Saft und irgendwie Luxus. Heute weiß ich, die Brüder Albrecht hatten eine Vision. Die für mich immer noch da ist. Wer hier auf Angebote achtet, kommt mit Leistung und Garantie wie auch problemlos umtauschen wirklich gut weg. Hatte übrigens noch nie super gestressten Personal...","Apr 29, 2021",Rated 1 out of 5 stars
"Notebook war online um 0.00 Uhr. Ab in den Warenkorb und dann ""nur"" noch zur Kasse.... Leichter gesagt, als getan.","Apr 29, 2021",Rated 1 out of 5 stars
"Serverabsturz und dann wurde die Ware einfach aus dem Warenkorb entfernt. Es war dann plötzlich keine Bestellung mehr möglich, da es ausverkauft war.","Apr 29, 2021",Rated 1 out of 5 stars
Bodenlose Frechheit. Ohne Worte. Never again try to bye online at Aldi.,"Apr 29, 2021",Rated 1 out of 5 stars
Wir haben dann wo anders bestellt.,"Apr 29, 2021",Rated 1 out of 5 stars
"Totale Frechheit, Ware wird ab 8  Uhr eingestellt . Danach kommt eine Meldung Server defekt , danach ist die Ware ausverkauft. Einfach nur unverschämt","Apr 29, 2021",Rated 5 out of 5 stars
"Mein Vater wollte sich den langersehnten Traum einer Sauna erfüllen. Vorab: Liefertermin konnten wir auswählen. Lieferzeit: 8-18 Uhr. Mein Vater blieb also den ganzen Tag zuhause. Nichts gekommen. 2 Tage später - Nichts gekommen. Anruf unsererseits: oh eeeeh ja kommt am Samstag. Alles klar. Lieferung: Riesige Macke - komplettes Holz zersprungen (konnte man schon von außen sehen). Anschließend zu dritt eine Tür angehoben, komplettes Glas war zersprungen. Es folgte: Anmeldung der Reklamation. Hier bekamen wir nur eine automatische Mail, dass diese sich zeitnah melden würden. 2 WOCHEN haben wir auf einen ""persönlichen Ansprechpartner"" gewartet - der uns laut dieser Mail versprochen wurde. Was kam? Wieder eine automatische Mail, dass nur eine Reklamation möglich ist (nach 2 Wochen!!!), allerdings kein Ersatz. Der Kundenservice ist wirklich miserabel. Wir versuchen uns jetzt mit dem Hersteller in Verbindung zu setzen. Also wenn ich eins weiß für meine Zukunft: Niemals mehr bei Aldi ""größere"" Anschaffungen machen. Leider sehen wir jetzt erst, was für Massen an Menschen ebenfalls so schlechte Erfahrungen mit Aldi gemacht haben. Wirklich schade.","Apr 29, 2021",Rated 1 out of 5 stars
